Tweet,Keywords,Date,User,Source,Tweet_Id,Tweet_URL
"Netflix's ""Formula 1: Drive to Survive"" has renewed my interest in Formula 1 racing. Great storytelling.",Netflix,2020-07-05 14:18:57,amoljoshi,Twitter for Android,1279781817856528384,https://twitter.com/statuses/1279781817856528384
"Dont get it.. It's not a lie though, is it? Please dont tell me you believe that the relation Krishna had were innocent?! Devoid of any sex! Oh please! Grow up! Our scriptures are full of sexual adventures. 
And it's mythology for crying out loud. Learn relevant lessons from it!",,2020-07-05 14:19:00,shrutinair1,Twitter for Android,1279781832934821888,https://twitter.com/statuses/1279781832934821888
"If u a real activist, send me ur Netflix and Hulu Premium login info AS FAST AS U CAN ✊🏿✊🏿",Netflix,2020-07-05 14:19:03,MasonPippenger,Twitter for iPhone,1279781845677244416,https://twitter.com/statuses/1279781845677244416
"🔥✨NETFLIX ANTI ON HOLD NYA READY LOH DIJAMIN FASTRESP✨🔥

📍SHARING 30k 📍PRIVATE 100k

wtb wts jual beli mau pengen wattpad viu spotify perpanjang  unfold vsco fullpack preset lightroom nichi tezza youtube open rs app premium  murah reseller https://t.co/pNGXTh1YMs",Netflix,2020-07-05 14:19:04,peachywinz,Twitter for iPhone,1279781849812750337,https://twitter.com/statuses/1279781849812750337
Netflix and spring-clean,Netflix,2020-07-05 14:19:06,netflixnbot,AMKReadWriteBot,1279781857194684416,https://twitter.com/statuses/1279781857194684416
im so late with this elena damon and stefan thingyyyyyyy... thank u netflix!,Netflix,2020-07-05 14:19:10,pamkeithaguilar,Twitter for iPhone,1279781874773094400,https://twitter.com/statuses/1279781874773094400
"Mom: I can’t find Hamilton on the xfinity
 
Me: it’s on Disney +

Mom: Oh is that Netflix? 

Me: No it is it’s own streaming service

Mom: Oh I don’t think I have that 
 
Me: YOU ARENT PAYING FOR ANY OF STREAMING SERVICES YOU USE

Mom: *giggles* you right send it to me",Netflix,2020-07-05 14:19:12,AudaciouslyDope,Twitter for iPhone,1279781881098240000,https://twitter.com/statuses/1279781881098240000
Haas are doing their best to create the best content for the Netflix show #AustrianGP #thebunchofwankers,Netflix,2020-07-05 14:19:14,tarikarslan_1,Twitter for Android,1279781889885253636,https://twitter.com/statuses/1279781889885253636
#Netflix does rom coms so well. Loved this cute and light movie yesterday. #Desperados,"#Netflix, Netflix",2020-07-05 14:19:15,elisheba_lang,Twitter for iPhone,1279781892447965184,https://twitter.com/statuses/1279781892447965184
DeadEndia: Netflix Orders Animated Series with Star of Beetlejuice Musical - FiWEH Life - https://t.co/HoBC8NXWI1,Netflix,2020-07-05 14:19:16,fiweh,FiWEH Life,1279781900622553089,https://twitter.com/statuses/1279781900622553089
#DeadEndia is coming to Netflix. Find out more now. https://t.co/oquKEmQreV Are you going to check out this series? https://t.co/O0wqHs3nbj,Netflix,2020-07-05 14:19:19,tvseriesfinale,Buffer,1279781909921501189,https://twitter.com/statuses/1279781909921501189
They put beastly on Netflix so I’m gonna watch that later https://t.co/VVFXJZlJr9,Netflix,2020-07-05 14:19:20,zcniths,Twitter for iPhone,1279781913792860160,https://twitter.com/statuses/1279781913792860160
@FlareonLove12 //I know they're cute. The Tv show was adorable as well. Then Season 4 became Netflix exclusive. :|,Netflix,2020-07-05 14:19:21,HornyLilRabbid,Twitter Web App,1279781918507184128,https://twitter.com/statuses/1279781918507184128
"@TheOakLeafs I used to HATE F1, but the series on Netflix kinda got me into it",Netflix,2020-07-05 14:19:21,sforys92,Twitter for Android,1279781920491081729,https://twitter.com/statuses/1279781920491081729
I'M GONNA BUY THIS ONE LATER,,2020-07-05 14:19:22,IIncognitoo2,Twitter for Android,1279781923510870016,https://twitter.com/statuses/1279781923510870016
"Reducr, reuse, recycle. This is now my good morning tweet. Good morning, tl.",,2020-07-05 14:19:22,ahegaorice,Twitter for Android,1279781924354109443,https://twitter.com/statuses/1279781924354109443
Bro ...I’m watching this Jeffery Epstein doc on Netflix whewww he was the devil himself.,Netflix,2020-07-05 14:19:24,_KiyomiK,Twitter for iPhone,1279781933069844480,https://twitter.com/statuses/1279781933069844480
Home Game on Netflix. Calcio Storico - WOW! Think rugby x football x UFC 🤯,Netflix,2020-07-05 14:19:25,Kieran_Hallett,Twitter for iPhone,1279781936312078346,https://twitter.com/statuses/1279781936312078346
"✨NETFLIX ANTI ON HOLD NYA READY LOH DIJAMIN FASTRESP✨

📍SHARING 30k 📍PRIVATE 100k

wtb wts jual beli mau pengen wattpad viu spotify perpanjang  unfold vsco fullpack preset lightroom nichi tezza youtube open rs app premium  murah reseller https://t.co/pNGXTh1YMs",Netflix,2020-07-05 14:19:26,peachywinz,Twitter for iPhone,1279781938828472320,https://twitter.com/statuses/1279781938828472320
@ct5439 NETFLIX SKIPPED OVER IT FOR SOME REASON WHEN WE WATCHED LITERALLY EVERY EPISODE OF DS9? UNBELIEVANLE,Netflix,2020-07-05 14:19:27,theonyxshade,Twitter for Android,1279781945287704577,https://twitter.com/statuses/1279781945287704577
fancam animal crossing switch comeback kpop follow trick horny 19 netflix elite #kpop dick nudes gain mutuals quarantine rt like gc promo leaked reveal bernie au gc cock tiktok bts how to covid 2020 dom sub nsfw sex itzy sugar bg daddy baby twice leaked https://t.co/Qb1xhbGCn6,Netflix,2020-07-05 14:19:28,mingischeek,Twitter for Android,1279781950958342144,https://twitter.com/statuses/1279781950958342144
"SPOTIFY PREMIUM
3 months = 45

💸GCASH/ LOAD (+35)
DM TO AVAIL

get nyo na. magtataas na price ng 3 mos spotify this month. after maubos neto 75/70 na ulit :))

🏷️for sale selling netflix premium solo shared ph cheap price legit seller viu
https://t.co/sZcdhYuYNU",Netflix,2020-07-05 14:19:28,aurispremiums,Twitter for Android,1279781951046447105,https://twitter.com/statuses/1279781951046447105
Netflix’s Big Idea to Support Black Communities https://t.co/hhnt0dFrPT,Netflix,2020-07-05 14:19:30,DragonDigitalM1,Twitter Web App,1279781958717976577,https://twitter.com/statuses/1279781958717976577
"I finally watched Jojo part 3 on Netflix, here some jotaro kjo lol https://t.co/VR02RWJXMb",Netflix,2020-07-05 14:19:31,wisineechan,Twitter for iPhone,1279781961561600000,https://twitter.com/statuses/1279781961561600000
Cup noodles e Netflix mlr coisa.,Netflix,2020-07-05 14:19:37,SzValentim,Twitter for Android,1279781985792208896,https://twitter.com/statuses/1279781985792208896
Had more stuff to take out from my checklist but Lelouch of the Resurrection is on netflix pala. Time to watch it for the nth time I guess,Netflix,2020-07-05 14:19:39,JoshDCcomics,Twitter for iPhone,1279781996424617984,https://twitter.com/statuses/1279781996424617984
"NETFLIX AND SPOTIFY FOR SALE

• 3 months and 20 days premium
- 180 php only! 
- gc method
- no hold, no wipe out
- legally paid
- 1 profile, 1 device

💌 dm me to avail
🏷selling murang netflix spotify premium cheap account for sale paid app https://t.co/GdfZ4cKwCW",Netflix,2020-07-05 14:19:40,eunflix,Twitter for iPhone,1279782000241475587,https://twitter.com/statuses/1279782000241475587
"@Spasskletern tt ce qui est do bong soon, what’s wrong with secretary, well intented love, she was pretty, (ceux qui sont netflix en + like my holo love, w 2 world, romance is a bonus book, beauty is inside) etc",Netflix,2020-07-05 14:19:43,6108h,Twitter for iPhone,1279782011369066497,https://twitter.com/statuses/1279782011369066497
may problem ba yung netflix? Can't open mine. #ItsOkayToNotBeOkayEP5,Netflix,2020-07-05 14:19:45,j_mango17,Twitter Web App,1279782021506535425,https://twitter.com/statuses/1279782021506535425
"Jesus made a joke about raping the leper and catching an STD. Now he’s not allowed to host the Angel’s Academy awards. His Netflix stand up special‘The Second Coming’ has been cancelled, and he’s gone online to apologise for blacking up as Moses at Abraham’s birthday. 🙏🏼",Netflix,2020-07-05 14:19:47,JakeJesus1990,Twitter for iPad,1279782028737687552,https://twitter.com/statuses/1279782028737687552
@skarapeste netflix,Netflix,2020-07-05 14:19:47,ziaaa21,Twitter for Android,1279782029437988864,https://twitter.com/statuses/1279782029437988864
"I disagree with *everything* in this article, except that the costumes are magnificent. Excellent performance from non Hollywood cast. Great writing. As far as chosen one tropes go..one of the better ones. https://t.co/cEoC32y4Kd via @Polygon",,2020-07-05 14:19:47,MSlavkovik,Twitter Web App,1279782029748469762,https://twitter.com/statuses/1279782029748469762
"Netflix’s 10 Most-Watched Movies of June Revealed & Two of These Films Have 0% on Rotten Tomatoes!

https://t.co/i6H8CWOUcJ

https://t.co/Jmv3jXnbAZ",Netflix,2020-07-05 14:19:47,LuxuryThought,Twitter for Android,1279782030151233537,https://twitter.com/statuses/1279782030151233537
They should've brought this back during quarantine @netflix https://t.co/EHyedEpsfn,Netflix,2020-07-05 14:19:47,JGolden1029,Twitter Web App,1279782030776111104,https://twitter.com/statuses/1279782030776111104
binge watch,,2020-07-05 14:19:48,MhrllynB,Twitter for iPhone,1279782034190163968,https://twitter.com/statuses/1279782034190163968
episode 6 is already up wow netflix is early today im surprised,Netflix,2020-07-05 14:19:49,iulovs,Twitter for iPhone,1279782035368771584,https://twitter.com/statuses/1279782035368771584
Been watching Baby Sitters Club on Netflix and my inner child is happy. Claudia was my girl.,Netflix,2020-07-05 14:19:49,SimplyCecilia,Twitter for iPhone,1279782037008846848,https://twitter.com/statuses/1279782037008846848
@fairyofheeseung omg! usually netflix uploading the ep. 6 exactly at 12:00 am? I didn't know that they released the ep. 6 gOosh I will watch it now! don't spoil me plsss skksksksk,Netflix,2020-07-05 14:19:49,sunghoonniee,Twitter for Android,1279782038640316417,https://twitter.com/statuses/1279782038640316417
Finally watching #TheGreatHack on Netflix.,Netflix,2020-07-05 14:19:50,iamalilo,Twitter for iPhone,1279782042591322113,https://twitter.com/statuses/1279782042591322113
"-ˋˏNETFLIX PREMIUMˎˊ-

• 3 months and 20 days
✔︎ full warranty
✔︎ gc method
✔︎ own profile name and pin

💗  3 months and 20 days shared = P150

SLOTS:
1:💗
2:💗
3:
4:
5:

MOP:  gcash, BDO, paymaya, palawan, smart padala, cebuana

DM TO AVAIL! 

52nd",Netflix,2020-07-05 14:19:51,hopeofyouracc,Twitter for Android,1279782044919160832,https://twitter.com/statuses/1279782044919160832
"@radioinactivity Ah man now that you mention it, I’ve been trying to watch Kill la Kill for aaaaages. They took it off Netflix UK my dad deleted my recording and I can’t afford the BDs",Netflix,2020-07-05 14:19:51,J0suke3,Twitter for iPhone,1279782046181793792,https://twitter.com/statuses/1279782046181793792
ANG PRECIOUS,,2020-07-05 14:19:52,anglksawit_,Twitter for iPhone,1279782047884521480,https://twitter.com/statuses/1279782047884521480
"[update restock]
✨JUAL AKUN PREMIUM✨

📍List
•Spotify •Netflix •Viu •YouTube •Apple Music •HBO GO •Nord VPN •Canva •Scribd •Grammarly •Calm •Wattpad

☑️LEGAL DAN BERGARANSI.
📌Proses ±10menit max 1×24jam.

💳 payment = via Dana, Gopay, Ovo
📩 order = dm/wa https://t.co/z92c4invTf",Netflix,2020-07-05 14:19:52,ZeefsStore_,Twitter for Android,1279782048664698881,https://twitter.com/statuses/1279782048664698881
"After watching the first episode of #UnsolvedMysteries on Netflix, I am ashamed to have worked for The Agora Companies. Constantly getting sued for defrauding investors and now I see they’ve been covering up a murder...go peep",Netflix,2020-07-05 14:19:53,eizik3000,Twitter for iPhone,1279782053375025152,https://twitter.com/statuses/1279782053375025152
"NETFLIX PREMIUM 

💫3 months & 20 days💫

shared = 160
solo = 680

✔️full warranty
✔️no hold/wipeout 
✔️gc method

📌MOP: GCASH

🏷️lf reseller mura for sale selling netflix premium solo cheap price spotify legit seller proofs paid apps viu 

DM TO AVAIL
https://t.co/sZcdhYuYNU",Netflix,2020-07-05 14:19:53,aurispremiums,Twitter for Android,1279782055585280001,https://twitter.com/statuses/1279782055585280001
"Same Netflix that has Supergirl?

Let's be serious please.",Netflix,2020-07-05 14:19:54,imasuen_design,Twitter Web App,1279782057221201920,https://twitter.com/statuses/1279782057221201920
Netflix's 10 Most-Watched Movies of June Revealed & Two of These Films Have 0% on Rotten Tomatoes! https://t.co/rMhLZYStSb,Netflix,2020-07-05 14:19:58,CelebsYou,WordPress.com,1279782075659403264,https://twitter.com/statuses/1279782075659403264
"Watching ""They Ready"", on Netflix,,,,I'm in pain from,,,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣",Netflix,2020-07-05 14:19:59,JMcquinton,Twitter for Android,1279782080021516288,https://twitter.com/statuses/1279782080021516288
@renntendo I always find myself rewatching this on netflix,Netflix,2020-07-05 14:20:00,BlackShojo,Twitter for iPhone,1279782081782898689,https://twitter.com/statuses/1279782081782898689
The Most Popular Movie On Netflix Right Now Is Basically Porn https://t.co/jwCD1VEVfW,Netflix,2020-07-05 14:20:00,reader,TweetDeck,1279782082223329282,https://twitter.com/statuses/1279782082223329282
@KaggyFilms God I wish they had the pop team epic dub on Netflix...,Netflix,2020-07-05 14:20:02,yabit_b33713,Twitter for iPhone,1279782093669765120,https://twitter.com/statuses/1279782093669765120
@AFCBeef Oh you should! It’s on Netflix and really good about veganism,Netflix,2020-07-05 14:20:03,jamesash89,Twitter for iPhone,1279782097775976455,https://twitter.com/statuses/1279782097775976455
@SkySportsF1 I hope Netflix are shooting rn,Netflix,2020-07-05 14:20:05,hamir0287,Twitter for iPhone,1279782102402166784,https://twitter.com/statuses/1279782102402166784
@suhobunnycotton Set it up (Netflix),Netflix,2020-07-05 14:20:05,whipoutthestick,Twitter for iPhone,1279782106164420608,https://twitter.com/statuses/1279782106164420608
@ii_taehyung oh- enjoy netflix! lmao,Netflix,2020-07-05 14:20:07,taetaesfam,Twitter for iPhone,1279782112305074176,https://twitter.com/statuses/1279782112305074176
NETFLIX 1 MONTH ✨ #mnmproofs https://t.co/FKUnvu1uQX,Netflix,2020-07-05 14:20:08,m_premiums,Twitter for Android,1279782115442229248,https://twitter.com/statuses/1279782115442229248
"🍑 FOR SALE SPOTIFY PREMIUM ACCOUNTS 🍑
‼️ BAGSAK PRESYO ‼️
▫️CHANGEABLE PASSWORD
▫️UNLI DOWNLOADS
▫️NO ADS, NO SKIP
▫️FULL WARRANTY
▫️NEW accs only

✨3 MOS - 35 GCASH  50 LOAD
✨8 MOS - 110 GCASH  150 LOAD
✨12 MOS - 190 GCASH  255 LOAD

🏷 netflix spotify seller ph philippines https://t.co/bnrQHe8iZ0",Netflix,2020-07-05 14:20:08,alohajungseok2,Smart Post App,1279782118369918977,https://twitter.com/statuses/1279782118369918977
"I thought I was done with the headache, but apparently Dark Netflix said no https://t.co/RxPspcH6H8",Netflix,2020-07-05 14:20:08,captnheweade,Twitter for Android,1279782118726328321,https://twitter.com/statuses/1279782118726328321
WAAAHHH!!!! IS THIS GIRL FROM NOWHERE???? GANDA NYAN SOBRAAAA!!!! 🤧♥️🤪,,2020-07-05 14:20:10,grysndgm,Twitter for Android,1279782126175440896,https://twitter.com/statuses/1279782126175440896
"https://t.co/Y6pyYujnqk
Regardless of whether it's on Netflix, YouTube, Amazon Prime Video, or several different administrations, a Roku device lets you watch them all.
Contact us at-+1 888-888-8888
Visit Website-https://t.co/DGSHwQy2qc
#rokusupport #rokuhelp",Netflix,2020-07-05 14:20:10,rokusupport6,Twitter Web App,1279782126775414786,https://twitter.com/statuses/1279782126775414786
I just want to chill and watch netflix,Netflix,2020-07-05 14:20:15,fayshie,Twitter for iPhone,1279782145947394054,https://twitter.com/statuses/1279782145947394054
"@pranitasubhash 
Which Netflix series r u watching currently?",Netflix,2020-07-05 14:20:16,vikas2187,Twitter for Android,1279782148409454593,https://twitter.com/statuses/1279782148409454593
There’s a Netflix chrome extension that has done this for months. Happy to see it for Amazon. I hope more streaming services follow suit.￼￼ https://t.co/SMIQONkXY4 https://t.co/BEVyRaP26i,Netflix,2020-07-05 14:20:18,plussizenerd,IFTTT,1279782160560459777,https://twitter.com/statuses/1279782160560459777
